epoch,loss
0,11380791.378004817
1,854959.6388111586
2,210091.79789271668
3,171744.13583726855
4,165392.46238975014
5,158855.7631116867
6,155121.2540387598
7,152275.44241814737
8,149365.2927606081
9,145543.3193631231
10,140801.74945876145
11,136492.140565584
12,132707.24692627156
13,128915.80375079911
14,124381.11645031418
15,121097.87352777434
16,119356.6997064416
17,118177.13159188023
18,117277.75556263077
19,116461.77796431613
20,115535.9811669916
21,114468.25864274449
22,113406.09922667606
23,112352.5609169674
24,111331.17432695674
25,110388.61208408012
26,109533.90544721214
27,108751.75402364343
28,108038.36376418825
29,107398.62081334864
30,106836.98938483403
31,106354.15080603349
32,105945.84516945768
33,105603.42141818891
34,105316.44995059978
35,105074.80563423006
36,104869.65540896278
37,104693.74275420263
38,104541.3941313335
39,104408.23923170855
40,104290.84616257607
41,104186.44742436333
42,104092.75642163758
43,104007.98517419226
44,103930.83047838615
45,103860.22000608397
46,103795.20349160323
47,103734.97925156665
48,103678.84883257617
49,103626.22621606982
50,103576.88999084139
51,103530.73083966093
52,103487.45376788508
53,103446.69356851628
54,103408.13437546279
55,103371.52446668725
56,103336.63698401305
57,103303.24655768293
58,103271.11284273825
59,103239.97869751042
60,103209.57610036073
61,103179.61076072702
62,103149.756430327
63,103119.65451263239
64,103088.89466821626
65,103056.97630725561
66,103023.27452998227
67,102987.03530866904
68,102947.38687231138
69,102903.32606889587
70,102853.64893057081
71,102796.85519518866
72,102731.12389015667
73,102654.44577638665
74,102564.93481161707
75,102461.27360593565
76,102343.13469128257
77,102211.4472667604
78,102068.4015330196
79,101917.51066119538
80,101763.4829363525
81,101611.18195859384
82,101464.79836099535
83,101329.05323330351
84,101206.36076570034
85,101096.951235275
86,101004.84558841387
87,100930.58187713301
88,100870.04332075301
89,100820.53751264855
90,100779.70861863566
91,100746.77181873845
92,100720.22015002162
93,100698.72795443784
94,100680.36605861923
95,100663.06714231087
96,100647.6922877342
97,100634.33091717049
98,100622.32866700478
99,100610.69072330013
100,100599.18740845272
101,100588.27197084071
102,100578.12404639933
103,100568.67903313834
104,100559.96025590137
105,100551.72025720892
106,100543.8032088356
107,100536.06965448793
108,100528.38221446578
109,100520.82795813173
110,100513.44427755414
111,100505.90887486032
112,100497.5135383215
113,100487.18118445679
114,100474.80295077233
115,100462.63571640923
116,100452.53660977639
117,100444.36000860548
118,100437.3773082405
119,100431.06429927984
120,100425.15518899691
121,100419.51778994588
122,100414.08889185968
123,100408.85400479655
124,100403.79687606548
125,100398.88909573935
126,100394.09597956306
127,100389.42164170987
128,100384.88542729862
129,100380.47746785216
130,100376.18336764032
131,100371.99755366691
132,100367.91754912658
133,100363.92889493803
134,100360.02244601435
135,100356.20593601506
136,100352.47278314136
137,100348.79208340624
138,100345.13431253385
139,100341.49247840796
140,100337.89357398722
141,100334.37274949573
142,100330.95434267279
143,100327.64408978548
144,100324.42556979868
145,100321.27458853227
146,100318.17673530288
147,100315.1270085919
148,100312.12462624621
149,100309.1673446171
150,100306.25360235812
151,100303.38763300999
152,100300.57133933778
153,100297.80175686773
154,100295.07246704098
155,100292.3731444746
156,100289.69889946534
157,100287.05520719322
158,100284.44704469916
159,100281.87491255366
160,100279.3370454531
161,100276.83325108631
162,100274.36164684751
163,100271.91942894935
164,100269.50647080173
165,100267.12748805992
166,100264.78770800786
167,100262.487646154
168,100260.22430694781
169,100257.99269286437
170,100255.78685870933
171,100253.60115889084
172,100251.4311592008
173,100249.27599546025
174,100247.14054772693
175,100245.03192392144
176,100242.95232929614
177,100240.89982855615
178,100238.8733321456
179,100236.87157200709
180,100234.89049931976
181,100232.92442234106
182,100230.96899826115
183,100229.02302442085
184,100227.08668103656
185,100225.1593757069
186,100223.23962453668
187,100221.32602803296
188,100219.41659754202
189,100217.50867726425
190,100215.60267475652
191,100213.70287524979
192,100211.81413654839
193,100209.94061412755
194,100208.08615854917
195,100206.25459058654
196,100204.44796391054
197,100202.66351482905
198,100200.89661824863
199,100199.14546620102
200,100197.41265728761
201,100195.70274663533
202,100194.01844706661
203,100192.36048700624
204,100190.72981687177
205,100189.12860461902
206,100187.55884153531
207,100186.02069389758
208,100184.51226525013
209,100183.03042941625
210,100181.57209508514
211,100180.13561455041
212,100178.72155556055
213,100177.33143285532
214,100175.96569752648
215,100174.6226141176
216,100173.29861325874
217,100171.98964913696
218,100170.69321478978
219,100169.40971250852
220,100168.14114154679
221,100166.88913791948
222,100165.65529629828
223,100164.44155329281
224,100163.24892471287
225,100162.07699465773
226,100160.92475468597
227,100159.79216024706
228,100158.68080440498
229,100157.59120012933
230,100156.5199510692
231,100155.46219961254
232,100154.41600215509
233,100153.38221623663
234,100152.36258991907
235,100151.35966558827
236,100150.37463823348
237,100149.40482263885
238,100148.4462519208
239,100147.49792073757
240,100146.56167523054
241,100145.63858135969
242,100144.72729178164
243,100143.82602724727
244,100142.93476182502
245,100142.05442890609
246,100141.1847151054
247,100140.32329032265
248,100139.46619221501
249,100138.60912874008
250,100137.74935823269
251,100136.8864303204
252,100136.02081199082
253,100135.15281684109
254,100134.2848045659
255,100133.4223462502
256,100132.5700383225
257,100131.7295361905
258,100130.90232974503
259,100130.09019967148
260,100129.29362637344
261,100128.51193025292
262,100127.7446846479
263,100126.99177042698
264,100126.25307391492
265,100125.52969488033
266,100124.82372808296
267,100124.13582637608
268,100123.46460524954
269,100122.8078431228
270,100122.1634060731
271,100121.52975132222
272,100120.90651953573
273,100120.29491839586
274,100119.696594272
275,100119.11196151248
276,100118.54130789149
277,100117.98635506605
278,100117.44785202113
279,100116.92363640764
280,100116.40990998117
281,100115.90397998478
282,100115.40684872142
283,100114.92209429102
284,100114.45162104334
285,100113.99454569495
286,100113.54917789287
287,100113.11431467955
288,100112.68916831912
289,100112.27305890534
290,100111.8653926536
291,100111.46569833216
292,100111.07361299141
293,100110.68888858722
294,100110.3113195117
295,100109.94065886164
296,100109.57659410537
297,100109.21872702551
298,100108.8665776431
299,100108.51966006933
300,100108.17772312934
301,100107.84115494268
302,100107.51120025577
303,100107.1894856085
304,100106.87702864465
305,100106.57371009233
306,100106.27875932824
307,100105.99180507415
308,100105.71338818423
309,100105.44425996464
310,100105.18446582717
311,100104.93330863678
312,100104.68983586755
313,100104.45319525368
314,100104.2227379277
315,100103.99800005634
316,100103.77865576431
317,100103.56447824124
318,100103.35529265954
319,100103.15089899457
320,100102.95101323641
321,100102.75525010291
322,100102.56313362803
323,100102.37412168815
324,100102.18763948906
325,100102.00312728887
326,100101.82010619559
327,100101.63825353124
328,100101.45748409034
329,100101.27802697652
330,100101.10045672003
331,100100.92562806493
332,100100.7544974752
333,100100.58787894686
334,100100.42624237771
335,100100.2696456929
336,100100.11779526717
337,100099.97017343904
338,100099.82618309153
339,100099.68525915829
340,100099.54691473393
341,100099.41075032219
