epoch,loss
0,149362871.5065372
1,9430621.510167493
2,734275.5365772647
3,202758.06142398028
4,171118.9687491558
5,164896.91543435314
6,158674.01531552503
7,155065.5844105509
8,152268.88123555516
9,149411.3407866733
10,145473.20852246645
11,139570.5933802914
12,132874.5921770433
13,127067.82108222325
14,121907.99426819889
15,114141.62122375202
16,108184.11890606026
17,103529.53422782842
18,100813.94079989221
19,98851.10544336349
20,96896.89846731897
21,94787.55834949476
22,93461.91877812234
23,92284.9047128084
24,91214.54827627553
25,90214.80257793453
26,89260.91550556672
27,88364.16829325522
28,87564.2584502641
29,86873.58345207747
30,86278.74878445694
31,85763.358970731
32,85312.99017283361
33,84915.09229045555
34,84558.68941457846
35,84239.76221237393
36,83958.88495098903
37,83711.25842799086
38,83489.16776334838
39,83286.7409069691
40,83100.03526792467
41,82926.29996257693
42,82763.57039102943
43,82610.42863050263
44,82465.81562627724
45,82328.89706160186
46,82198.95657630019
47,82075.34391527987
48,81957.47505806645
49,81844.84638983746
50,81737.06311398334
51,81633.85835266397
52,81535.09042888177
53,81440.73278261196
54,81350.8409072907
55,81265.49551153353
56,81184.73934589387
57,81108.53004442241
58,81036.71914010364
59,80969.05757932183
60,80905.2247904253
61,80844.86585258871
62,80787.61949719886
63,80733.13292483341
64,80681.07263408878
65,80631.14006557886
66,80583.08770931263
67,80536.72799931272
68,80491.9302171872
69,80448.60186253992
70,80406.66807269954
71,80366.0644031881
72,80326.73256769146
73,80288.6127624646
74,80251.64303073881
75,80215.76507489786
76,80180.93158304499
77,80147.1129176115
78,80114.30206525655
79,80082.51142081204
80,80051.76438679035
81,80022.08736413204
82,79993.50335869126
83,79966.02809924702
84,79939.66546107428
85,79914.40178464343
86,79890.20424031452
87,79867.02281801548
88,79844.79395274675
89,79823.45016697586
90,79802.93063333262
91,79783.17713290475
92,79764.126340502
93,79745.71512210659
94,79727.88662360064
95,79710.59191429238
96,79693.79021717962
97,79677.44630093279
98,79661.52659284411
99,79645.99821938663
100,79630.83377077123
101,79616.01303121858
102,79601.51852520948
103,79587.3318704012
104,79573.4343739989
105,79559.80968273114
106,79546.44489136928
107,79533.32448560504
108,79520.42077849091
109,79507.69609313618
110,79495.11592252384
111,79482.65503974835
112,79470.2885959659
113,79457.99014499027
114,79445.73977606655
115,79433.52480079094
116,79421.333153988
117,79409.14754630798
118,79396.9373919183
119,79384.64811504503
120,79372.20738263763
121,79359.53712967907
122,79346.57514690049
123,79333.3188962071
124,79319.81823015293
125,79306.05412294612
126,79291.82406235104
127,79276.71070937057
128,79260.23640276614
129,79242.41051664398
130,79223.37711628954
131,79202.93785201153
132,79181.44283006595
133,79159.34921491159
134,79136.8697727117
135,79114.41106698937
136,79092.30163819286
137,79070.67560603707
138,79049.687098131
139,79029.69126757066
140,79010.98937632592
141,78993.6565080464
142,78977.66193164549
143,78962.92544183217
144,78949.32413568987
145,78936.739549692
146,78925.11100333398
147,78914.40762514631
148,78904.57343673536
149,78895.51959311983
150,78887.14152405733
151,78879.34440604548
152,78872.06927519533
153,78865.28078865395
154,78858.92093512186
155,78852.87594743208
156,78846.88204869827
157,78840.31809233081
158,78832.79059295278
159,78825.65319506987
160,78819.76834289257
161,78814.76019199508
162,78810.22540794393
163,78805.97408257183
164,78801.9061238319
165,78797.97599049822
166,78794.1876605279
167,78790.54790886362
168,78787.04083359115
169,78783.64042809575
170,78780.32045496862
171,78777.07311385406
172,78773.89625876077
173,78770.77567773112
174,78767.69762576304
175,78764.65009444927
176,78761.63493160246
177,78758.65969867258
178,78755.72406044781
179,78752.82842643822
180,78749.97280069518
181,78747.15332821205
182,78744.36209348198
183,78741.5975088611
184,78738.86923351494
185,78736.18127492662
186,78733.53424267055
187,78730.9278766511
188,78728.36073226634
189,78725.8313037138
190,78723.33885329231
191,78720.88267770469
192,78718.46092112252
193,78716.07387586159
194,78713.72871755068
195,78711.42830844843
196,78709.16869035407
197,78706.94499455544
198,78704.75495582234
199,78702.6006742052
200,78700.48427335496
201,78698.40548389938
202,78696.36311718162
203,78694.35597841592
204,78692.3831251809
205,78690.4439994775
206,78688.53836353974
207,78686.66603294466
208,78684.82651345292
209,78683.01859797114
210,78681.23991604582
211,78679.48681444001
212,78677.7553141906
213,78676.0426929781
214,78674.34734135143
215,78672.66855556254
216,78671.00780900834
217,78669.36685102453
218,78667.74483104212
219,78666.13861002024
220,78664.54538129285
221,78662.9652775937
222,78661.3999071101
223,78659.84925662773
224,78658.31274073222
225,78656.79118292031
226,78655.28579866017
227,78653.7961251043
228,78652.32033912503
229,78650.85715926511
230,78649.40608749252
231,78647.9663254504
232,78646.53682164388
233,78645.11722494409
234,78643.70828417412
235,78642.311242796
236,78640.9269952334
237,78639.5556981251
238,78638.1970179901
239,78636.85080244545
240,78635.51747966434
241,78634.1976700372
242,78632.89143444572
243,78631.59805559057
244,78630.31641281686
245,78629.04555088142
246,78627.78507778497
247,78626.53493353252
248,78625.2946475092
249,78624.0628877728
250,78622.83767912716
251,78621.61754243025
252,78620.40280106915
253,78619.19468017937
254,78617.99404737947
255,78616.80127352904
256,78615.61680202134
257,78614.44176034379
258,78613.27763609253
259,78612.12556768427
260,78610.98632216762
261,78609.86071908327
262,78608.7495915962
263,78607.65336906794
264,78606.57187826667
265,78605.50457159762
266,78604.45093530563
267,78603.41074849413
268,78602.38424065404
269,78601.37195236796
270,78600.3743124093
271,78599.39137210509
272,78598.42284082535
273,78597.46823009466
274,78596.52695917785
275,78595.59840600665
276,78594.68193346949
277,78593.7769084141
278,78592.88270968558
279,78591.99871658368
280,78591.12427537359
281,78590.2586400821
282,78589.40092210879
283,78588.55017050866
284,78587.70564036946
285,78586.8668298564
286,78586.03309044766
287,78585.20357159388
288,78584.3775386642
289,78583.55456094441
290,78582.73451262449
291,78581.91749094396
292,78581.10370259042
293,78580.29321773484
294,78579.48587536144
295,78578.68142423754
296,78577.8790675016
297,78577.0779456383
298,78576.27803772106
299,78575.48015076903
300,78574.68539674916
301,78573.8945033874
302,78573.10775060058
303,78572.32520283018
304,78571.54692375207
305,78570.77307738789
306,78570.00388301448
307,78569.23954456551
308,78568.48024909213
309,78567.72625480873
310,78566.9780611457
311,78566.23624284696
312,78565.50118761593
313,78564.7732712461
314,78564.05240639628
315,78563.33800719546
316,78562.62933749493
317,78561.92561813467
318,78561.22606446243
319,78560.53038372681
320,78559.83937907466
321,78559.15368738672
322,78558.47339603008
323,78557.79837230072
324,78557.12824055784
325,78556.46268574876
326,78555.80165648184
327,78555.14505957215
328,78554.49265109701
329,78553.84451772511
330,78553.20070928629
331,78552.56097969199
332,78551.92515381193
333,78551.29322920843
334,78550.66532309575
335,78550.04171371083
336,78549.42284312933
337,78548.80900802638
338,78548.20015581981
339,78547.59599873627
340,78546.99617380525
341,78546.40039667362
342,78545.80850059148
343,78545.22027297929
344,78544.63546597345
345,78544.0539147593
346,78543.47549858355
347,78542.90029511836
348,78542.32857184928
349,78541.76012478801
350,78541.19419813005
351,78540.62980958613
352,78540.06586706909
353,78539.5011459504
354,78538.93423482045
355,78538.36341356092
356,78537.78621244222
357,78537.19893188318
358,78536.59894094334
359,78535.98864515373
360,78535.3711345412
361,78534.74547785209
362,78534.10874291377
363,78533.45783411946
364,78532.7898114708
365,78532.10191172405
366,78531.39138167337
367,78530.65507881553
368,78529.88932551199
369,78529.0899852981
370,78528.25248061855
371,78527.3717260509
372,78526.44202578247
373,78525.45696119251
374,78524.40929124868
375,78523.29089162158
376,78522.09270296748
377,78520.80457762381
378,78519.41503640825
379,78517.91112630664
380,78516.27840949077
381,78514.50092477485
382,78512.56099945716
383,78510.43881750168
384,78508.11148049773
385,78505.55108781943
386,78502.72251440819
387,78499.58758717764
388,78496.12588665703
389,78492.3499898973
390,78488.28164128501
391,78483.9322862418
392,78479.31311411606
393,78474.44706212159
394,78469.37260788608
395,78464.14300196087
396,78458.82362111987
397,78453.48818128681
398,78448.21378944426
399,78443.07500375577
400,78438.13802452025
401,78433.4564519134
402,78429.06958780067
403,78425.00284737654
404,78421.27058866408
405,78417.87605669457
406,78414.80342671524
407,78412.02743433493
408,78409.53696994334
409,78407.3271649226
410,78405.34453665135
411,78403.56754586715
412,78402.01749219441
413,78400.66593310077
414,78399.47453602606
415,78398.41354442661
416,78397.45816164963
417,78396.58648949405
418,78395.77269164637
419,78394.96196873943
420,78394.168141097
421,78393.35355208372
422,78392.58742585567
423,78391.88895928659
424,78391.24047585334
425,78390.5079397068
426,78389.76340304944
427,78389.00728617304
428,78388.2504355883
429,78387.52081841567
430,78386.679123134
431,78385.73681611697
432,78384.8763107361
433,78384.09735101314
434,78383.49131013521
435,78382.96572469053
436,78382.3936303244
437,78381.77081376284
438,78381.181658466
439,78380.64035287342
440,78380.02865290361
441,78379.30530004752
442,78378.66824533248
443,78378.10637965819
444,78377.5446641146
445,78377.003268764
446,78376.4995815923
447,78376.04002278515
448,78375.59157547673
449,78375.12335883053
450,78374.657737534
451,78374.2192043103
452,78373.78658558297
453,78373.30438849109
454,78372.71934024795
455,78372.02571129792
456,78371.33137953859
457,78370.69342364419
458,78370.08712848871
459,78369.50282957763
460,78368.89504622415
461,78368.23414374019
462,78367.63692508922
463,78367.12998783957
464,78366.66559038944
465,78366.21321586783
466,78365.7730288437
467,78365.3585108559
468,78364.97032530047
469,78364.5977053634
470,78364.2303374338
471,78363.86296637297
472,78363.4944891846
473,78363.12523811308
474,78362.75455625782
475,78362.37945915025
476,78361.99457603708
477,78361.59609034756
478,78361.19102811419
479,78360.79591935367
480,78360.41992805018
481,78360.06105849186
482,78359.71486867843
483,78359.37881000449
484,78359.05159438892
485,78358.73202357041
486,78358.4187619742
487,78358.11058708133
488,78357.80658388314
489,78357.50611791047
490,78357.20869446005
491,78356.9136700598
492,78356.61935474687
493,78356.31999028055
494,78355.99852529397
495,78355.63195982635
496,78355.24908425992
497,78354.90285334091
498,78354.58990604426
499,78354.2867114911
500,78353.96619759411
501,78353.58601762971
502,78353.10642449207
503,78352.58150190272
504,78352.1191724383
505,78351.73967586561
506,78351.41409280682
507,78351.11814840586
508,78350.83871489453
509,78350.5690295232
510,78350.30471890648
511,78350.04048401538
512,78349.76476410282
513,78349.45038316945
514,78349.05762953586
515,78348.59409690362
516,78348.1413625457
517,78347.75913926162
518,78347.4414548354
519,78347.15792845887
520,78346.8865377189
521,78346.61623033641
522,78346.34281964882
523,78346.06607276996
524,78345.78787260082
525,78345.51088256792
526,78345.2375871439
527,78344.96959549435
528,78344.7072002316
529,78344.44934510787
530,78344.19406590902
531,78343.9391632566
532,78343.68281936029
533,78343.42398547693
534,78343.16243760251
535,78342.89852419143
536,78342.63278356974
537,78342.36570410614
538,78342.09774743898
539,78341.82950927257
540,78341.56181976698
541,78341.2956381468
542,78341.03171063132
543,78340.77021226488
544,78340.51069647822
545,78340.25233849739
546,78339.99424238202
547,78339.73563464575
548,78339.47593161746
549,78339.21473005015
550,78338.95175170274
551,78338.68674745402
552,78338.41937156254
553,78338.14905739596
554,78337.8749109731
555,78337.59567384646
556,78337.30988469605
557,78337.0163971317
558,78336.71522740708
559,78336.40822905756
560,78336.09883826514
561,78335.79088788846
562,78335.48746397888
563,78335.19036673354
564,78334.89994407396
565,78334.6153307326
566,78334.33522658037
567,78334.05880067036
568,78333.78614731117
569,78333.5180876108
570,78333.25556128871
571,78332.99907621871
572,78332.74852156301
573,78332.5033078337
574,78332.26262098509
575,78332.02562796984
576,78331.79158687573
577,78331.55988206889
578,78331.33001778937
579,78331.10159476004
580,78330.87428474757
581,78330.647810276
582,78330.42192964331
583,78330.19642386165
584,78329.9710819844
585,78329.74567903847
586,78329.51993332965
587,78329.29341791103
588,78329.06538016038
589,78328.83437577185
590,78328.5975185545
591,78328.3489977225
592,78328.07741156059
593,78327.76187474834
594,78327.36968184957
595,78326.86611899809
596,78326.24988183874
597,78325.5878725576
598,78324.9785847538
599,78324.4744385675
