epoch,loss
0,264347450.07956055
1,16594950.859839419
2,1176499.2631871502
3,229099.2142820043
4,172866.0801864415
5,166197.95703916092
6,159429.66574412238
7,155323.892191595
8,152147.50936422142
9,148576.37683162134
10,143148.02789553866
11,136386.31943663076
12,126675.24229576904
13,118823.855392021
14,114560.20401439363
15,110414.74659694122
16,107179.96998256166
17,103512.91239391809
18,99896.49462972968
19,97601.60063517164
20,95883.1103683497
21,94039.07353835991
22,92605.42749544894
23,91365.54553820008
24,90242.60609086923
25,89263.95691325165
26,88405.59401614484
27,87647.78855678673
28,86972.97147091974
29,86360.5801627909
30,85789.26295686499
31,85240.69431076688
32,84710.55193675002
33,84210.07960292856
34,83739.397550782
35,83270.60838989241
36,82729.35919799
37,82211.91274635032
38,81818.81559576136
39,81472.21446297054
40,81160.21986904873
41,80878.56696140762
42,80622.48827369174
43,80384.16648134687
44,80161.32045381855
45,79959.7926783004
46,79775.45344461413
47,79605.47502556152
48,79448.19536788095
49,79302.32419283684
50,79166.55964817744
51,79039.68565702968
52,78920.7044339964
53,78808.89556169219
54,78703.73402131557
55,78604.78816505523
56,78511.66089352238
57,78423.94399166753
58,78341.20453488237
59,78263.0124993305
60,78188.98274951286
61,78118.78598162338
62,78052.11704130891
63,77988.67923476291
64,77928.20418452578
65,77870.46091441106
66,77815.23973095762
67,77762.34474995451
68,77711.60779355605
69,77662.89315459237
70,77616.08147712411
71,77571.04859692483
72,77527.65702674599
73,77485.7602551974
74,77445.21483987912
75,77405.89482724416
76,77367.70053102214
77,77330.55743252013
78,77294.41377771986
79,77259.24504593704
80,77225.05650014637
81,77191.87397596442
82,77159.72335221288
83,77128.61005383235
84,77098.51001731295
85,77069.37453476373
86,77041.14428809419
87,77013.76824318717
88,76987.22009442137
89,76961.49595792363
90,76936.59233779112
91,76912.48830676723
92,76889.14270195735
93,76866.4958897142
94,76844.47285619349
95,76823.01191781134
96,76802.1242874463
97,76781.86661200257
98,76762.23518147394
99,76743.17844484012
100,76724.68591558137
101,76706.79777870908
102,76689.52865954106
103,76672.84701936027
104,76656.7058668959
105,76641.06082411986
106,76625.87269010546
107,76611.1058862528
108,76596.72713119622
109,76582.70460542281
110,76569.00634259732
111,76555.5961249987
112,76542.42803441045
113,76529.45606102653
114,76516.68293842794
115,76504.17446253418
116,76491.9751287195
117,76480.07762963182
118,76468.45699806504
119,76457.09227431989
120,76445.96876461712
121,76435.07172099478
122,76424.38061309973
123,76413.87117899251
124,76403.52444660741
125,76393.3331735117
126,76383.29693186696
127,76373.41522374649
128,76363.68729526327
129,76354.11260156707
130,76344.68991513803
131,76335.41731075646
132,76326.29289486089
133,76317.31506730808
134,76308.4827769025
135,76299.79562318584
136,76291.25356114432
137,76282.8570906031
138,76274.60763920001
139,76266.50657707718
140,76258.55427655947
141,76250.7504927321
142,76243.09483478009
143,76235.58639968147
144,76228.22239795105
145,76220.99677880653
146,76213.89928370652
147,76206.91468323264
148,76200.02340945303
149,76193.20408796555
150,76186.43881397063
151,76179.72323956036
152,76173.07192977257
153,76166.50585133937
154,76160.0346585809
155,76153.65336770557
156,76147.34931766785
157,76141.10789196045
158,76134.91490296996
