epoch,loss
0,21464536.960520312
1,1478431.7801834987
2,247488.7883919494
3,174175.6279104904
4,167041.64602847627
5,160270.31274932428
6,156134.0458573008
7,153224.212873111
8,150514.1545795913
9,147238.0681367429
10,142699.5221636662
11,137095.1157514962
12,131058.6653743377
13,126176.48839930151
14,122944.46519398953
15,119847.05865912307
16,115871.71649793323
17,112813.52472878991
18,110894.38316465303
19,109717.39688057982
20,108848.0466214225
21,108156.55341848965
22,107576.49235228846
23,107068.06281886308
24,106605.36429698006
25,106171.10276351725
26,105753.51876488865
27,105344.18988737061
28,104937.0685637746
29,104529.70246094263
30,104125.41861272028
31,103732.10398099989
32,103355.92592640879
33,102996.57647160105
34,102649.21987324
35,102310.17745307833
36,101979.10532759772
37,101657.14601005083
38,101346.32069839047
39,101047.61861475364
40,100759.44106749285
41,100478.55578932288
42,100201.36366200664
43,99924.73595589022
44,99645.70043094653
45,99361.86572290592
46,99071.07044579896
47,98772.07913644497
48,98465.82444276306
49,98156.15181361149
50,97849.39026852063
51,97553.78566454384
52,97277.83242630745
53,97028.14074912871
54,96808.28508887312
55,96618.68313615212
56,96457.2360516406
57,96320.50727739217
58,96204.56045013743
59,96105.13870099736
60,96017.17042250877
61,95933.91265718151
62,95848.91298701998
63,95765.23590695587
64,95693.27321203919
65,95635.27618616262
66,95587.4997520641
67,95546.43967930315
68,95509.95200959974
69,95476.79311203287
70,95446.27586414928
71,95417.9158912252
72,95391.28567560486
73,95366.04084996627
74,95341.98047200369
75,95319.04251799428
76,95297.07182573988
77,95275.98886292083
78,95255.86062821027
79,95236.69017017631
80,95218.4017567952
81,95200.89845083992
82,95184.03630495134
83,95167.72398768144
84,95151.81978865452
85,95136.148570989
86,95120.49471532472
87,95104.78975190838
88,95089.02047572582
89,95072.89414397186
90,95056.28188399957
91,95039.52829243006
92,95022.86728425181
93,95006.24949152097
94,94989.27382958459
95,94971.47850378253
96,94953.21187589003
97,94935.16281351166
98,94917.31496734168
99,94899.17113784557
100,94880.38551837392
101,94861.27125545644
102,94841.57284424729
103,94821.55689072222
104,94802.02759803006
105,94783.18059284744
106,94764.96149427119
107,94747.37343434547
108,94730.42465626352
109,94714.05528205042
110,94698.19832926619
111,94682.7387585638
112,94667.66907299201
113,94653.08783695755
114,94638.95192509775
115,94625.18342483458
116,94611.73707362283
117,94598.54727277784
118,94585.55676525661
119,94572.77080121166
120,94560.21366528486
121,94547.87252176611
122,94535.70075517407
123,94523.65488225788
124,94511.71237595883
125,94499.86018982198
126,94488.07912881345
127,94476.33909995381
128,94464.60771924857
129,94452.8719205702
130,94441.15215400148
131,94429.46472709451
132,94417.79314349321
133,94406.10009022817
134,94394.33958186646
135,94382.45732016368
136,94370.40151667212
137,94358.11002270912
138,94345.50277810998
139,94332.47721822163
140,94318.90756785752
141,94304.7020511219
142,94289.85914987314
143,94274.54190241551
144,94259.05236359293
145,94243.5905841204
146,94228.1548093356
147,94212.63894086647
148,94196.93046318792
149,94180.9827989538
150,94164.80026751432
151,94148.3704175085
152,94131.75083868546
153,94115.0268732909
154,94098.08631405517
155,94080.70730947178
156,94063.02556104893
157,94045.63262426281
158,94028.93027569186
159,94012.93990035163
160,93997.52231482384
161,93982.47380056058
162,93967.57107833789
163,93952.68281037603
164,93937.88239370611
165,93923.37503945797
166,93909.27784412426
167,93895.53182427764
168,93882.00085683353
169,93868.56537259955
170,93855.06059195947
171,93841.20008664415
172,93826.83559476161
173,93812.38343100861
174,93798.34336048506
175,93784.74254288386
176,93771.79000114194
177,93759.99462485788
178,93749.4918227457
179,93739.98854078416
180,93730.23917174534
181,93720.09330923954
182,93710.29706947443
183,93700.7466250465
184,93691.83561451461
185,93683.60176887628
186,93675.92957732674
187,93669.5738220179
