epoch,loss
0,29101636.901240353
1,1951395.7510355231
2,275982.9485321009
3,175841.6164348468
4,167674.24326916938
5,160861.40148441461
6,156403.15788035368
7,153334.31879128763
8,150408.54664718505
9,146630.7110962429
10,141203.35217054782
11,134891.3127398342
12,129463.24953764697
13,126165.42783091147
14,123709.74189609429
15,121843.5611997237
16,120425.37787828763
17,118504.20708897334
18,116260.04835740998
19,114176.70838524739
20,112003.16939424757
21,108963.18595128285
22,107044.24806314116
23,105579.02670212512
24,104412.62731319664
25,103484.07632930258
26,102716.91388668436
27,102073.48756163575
28,101540.573631741
29,101096.008215001
30,100711.29294916394
31,100366.51549695742
32,100050.11299818475
33,99754.65333760218
34,99474.55492428986
35,99205.02140324128
36,98941.35223802914
37,98678.5993751421
38,98411.69026514719
39,98136.28497372122
40,97849.75917177578
41,97551.65103800491
42,97244.08747340995
43,96932.35770803162
44,96624.68783453602
45,96330.3940934913
46,96057.38266054305
47,95810.07198879067
48,95588.65376217973
49,95390.11357684774
50,95210.84846584442
51,95049.49413911083
52,94906.21005493935
53,94780.1963762436
54,94669.72555398189
55,94572.97301024296
56,94487.98321654441
57,94412.78155399284
58,94345.80725224914
59,94285.77248554242
60,94231.35274771832
61,94181.28286865809
62,94134.49416191452
63,94090.13828416915
64,94047.56251960305
65,94006.28097231546
66,93965.9530791985
67,93926.35985142582
68,93887.34856618609
69,93848.77553543329
70,93810.50616793019
71,93772.43598760021
72,93734.50543980312
73,93696.72236707847
74,93659.1752655766
75,93622.02537123144
76,93585.4751513558
77,93549.73112931185
78,93514.97873582316
79,93481.36764784627
80,93449.00705064536
81,93417.96456284651
82,93388.25740685085
83,93359.83014800788
84,93332.52541765463
85,93306.11695501034
86,93280.55233112507
87,93256.06906798376
88,93232.76115148567
89,93210.456032783
90,93188.92635686032
91,93167.98254883793
92,93147.47675194379
93,93127.29613614969
94,93107.35322000537
95,93087.5658623876
96,93067.84864399233
97,93048.11736180316
98,93028.29243547886
99,93008.30266122588
100,92988.08999329666
101,92967.61188552751
102,92946.83887550456
103,92925.75423748334
104,92904.3572192067
105,92882.65847304047
106,92860.66951037833
107,92838.3976617473
108,92815.85066289325
109,92793.04821709402
110,92770.02591149388
111,92746.82761974003
112,92723.50688473671
113,92700.13576814215
114,92676.80044106116
115,92653.58967855982
116,92630.58253196633
117,92607.83517895806
118,92585.38128109422
119,92563.26660713137
120,92541.59046737167
121,92520.49514944652
122,92500.18550002026
123,92480.87744969862
124,92462.6466010516
125,92445.33339620761
126,92428.6079370815
127,92412.4691234207
128,92397.49133756568
129,92383.91823322396
130,92371.64182372167
131,92360.44844143653
132,92350.15448280903
133,92340.61563638256
134,92331.70868485484
135,92323.32861180925
136,92315.39495577391
137,92307.85117302458
138,92300.64910124952
139,92293.73740181366
140,92287.06434539628
141,92280.58636756636
142,92274.27194146042
143,92268.0995475822
144,92262.05312064767
145,92256.11437770148
146,92250.26368125921
147,92244.48261524425
148,92238.75645579824
149,92233.07514069126
150,92227.43308070578
151,92221.82911481003
152,92216.26560890781
153,92210.74756890415
154,92205.28006643047
155,92199.86898177047
